position,id,title,description,publishedAt,defaultLanguage,country,viewCount,subscriberCount,videoCount,thumbnail,keywords,topicDetails
1,UCoTkwgOzutTbf-9_WPaPB5Q,"C# PRÁTICO - Maurício Pires","Aprenda C# de forma prática, rápida e tudo em Português. Comente com assuntos de seu interesse para novos vídeos. Dê uma força se inscrevendo no canal e compartilhando. ",2020-05-25T01:01:39.284256Z,,BR,121939,2090,15,https://yt3.ggpht.com/2c3b_xryQ1BB4KWZXiTsxEBsL97j99Hg06LYs5ZXZChoR9Dd9vlyI-0ikNIGVh-hYpg8Qwl31qk=s800-c-k-c0x00ffffff-no-rj,"C#|WPF|WCF|C sharp|Visual Studio|em português","Lifestyle (parent topic)|Knowledge|Technology"
2,UC0KQlqxFHaR5Lr_64Ouwarw,C#,"Public Mods: https://gamebanana.com/members/1484996 Twitter: @CSharpM7 Kofi: https://ko-fi.com/csharpm7 Alucard Site: https://csharpm7.github.io/Alucard/ ",2014-03-16T05:12:08Z,,US,712985,3200,52,https://yt3.ggpht.com/2XFydqA-wLhxC0CJutNYowUXzuMlQEpbtvvdi8JXPgIeF1Kyz-wf0-Td9LKwwiv3tQ_bYZWpmQ=s800-c-k-c0x00ffffff-no-rj,,"Action game|Gaming (parent topic)|Role-playing video game|Action-adventure game"
3,UCroxZr5Kox66aLIFcnh4W8A,C#で学ぶプログラミング入門,"■このチャンネルについて プログラミングによってソフトウェアを創る面白さを伝えたいと思い、C#プログラミングに関する内容を発信しています。 C#がメインですが、プログラミング全般で役立つような考え方について解説していければと思っています。 ブログ、Youtube、Xで情報発信をしています。 Youtubeの動画とブログの記事をあわせて作成しています。両方あわせて見てもらえると嬉しいです。 一緒に、C# 、プログラミングを勉強していきましょう！ ■自己紹介 ・名前：プロ太（ぷろた） 　博士（工学）、Microsoft MVP（Developer Technologies／.NET） ・仕事 　・大手IT企業で技術者・マネージャを経て（15年以上）、現在は個人事業（メンター・コンサル・情報発信など） 　・学生時代は学習塾の非常勤講師（約4年間） ・言語：C# 、Java、C/C++、Python、JavaScript/TypeScript等 ・IT企業時代は主にソフトウェア開発支援・生成AI応用に関する研究開発や事業導入支援 　・主な対象：Webフロントエンドをもつ業務システム 　・技術：ソフトウェアテスト自動化・デバッグ・プログラミング言語・ソフトウェア開発への生成AI応用 ・昔の趣味：3Dオンラインゲーム開発（DirectXで開発） ■その他 ブログ：https://prota-p.com/ X：https://x.com/prota_csharp GitHub：https://github.com/prota-p/ プログラミング学習のご相談等、お仕事等のご依頼は、こちら（↓）からお願いいたします。 https://prota-p.com/contact/ ",2021-12-12T01:20:43.982812Z,,JP,203828,3320,107,https://yt3.ggpht.com/Z71JU4uhxULUSNhKSypO6magVyj-6sYQtIcAMFbSeY6IlECt1yzMfSYm9a551fRWD7zDxKe8=s800-c-k-c0x00ffffff-no-rj,,"Lifestyle (parent topic)|Technology|Knowledge"
4,UCaYcxRh-_UMeUXvJnhvLSfg,"Testes Automatizados em C# - Ricardo Oliveira","E-Book Automação de Testes em C# com NUnit e Selenium WebDriver! Clique nos link abaixos para maiores informações! ",2017-04-20T19:48:26Z,,BR,44717,1320,18,https://yt3.ggpht.com/VSEIC2v4_2Rv4I38_7UmM4JwuSjn8vV3wkhjRQYzgDxBqxYc1w1IhosbM1YMYYnAaliIYlop22I=s800-c-k-c0x00ffffff-no-rj,"C#|.Net|Selenium|CSharp|Testes Automatizados|Selenium WebDriver|Visual Studio|Automação de Testes|.net Framework","Lifestyle (parent topic)|Knowledge|Technology"
5,UCqCnjtxdlG9qEgFJIUeLJNg,"tutorialsEU - C#","Welcome to TutorialsEU - C#! We are an online education platform created in 2019 to teach programming through simple but professional videos to everyone who’s interested in learning about software development. We decided to create a new channel dedicated specifically to C# tutorials. The experienced instructors of tutorialsEU provide you everything you are looking for, from short best-practices videos up to complete beginner courses. In our channel, you’ll learn C# and much more! What are you waiting for? Subscribe to our channel and start learning today 💡 ",2021-09-27T09:01:55.485404Z,,DE,2363388,31700,86,https://yt3.ggpht.com/gO6KhBXsnSmEtL-zsQvHW9_hydn4WB1eo1UvZflOlphf8MzLGOT2YyMzD6uiKQuH3fJyZbKpqg=s800-c-k-c0x00ffffff-no-rj,"C#|asp.net|asp.net core","Technology|Knowledge|Lifestyle (parent topic)"
6,UCUPbhf86PzsDY2SBaAaCAeA,"C# Programming","Welcome to C# Programming! On this channel I want to teach Programming and C#, using tutorial and unique coding project videos. I have been coding since 2019, and I want to share my passion with as many people as possible. Technology is awesome, so is programming! Business inquiries: chashtag.code@gmail.com My goal is to get 100K subscribers and inspire as many people as possible to try out coding! PC Specs: RTX 3070 Ryzen 7 7700 64gb RAM 1tb SSD Audio Setup: Shure SM7B Focusrite Scarlett Solo 4th gen ",2022-06-30T14:52:54.157253Z,en,,365838,4720,224,https://yt3.ggpht.com/GUaOyF4mfrx2B9sGVwq7Qc-btzJCz3jRvoIWrQXL83EBpW34wiqsVA14quOJOoHXjLSgFHFTTv0=s800-c-k-c0x00ffffff-no-rj,,"Lifestyle (parent topic)|Technology|Knowledge"
7,UCnbMYjZgh6fSB6BBww1Wfbw,"Head First C#","Head First C# is the fun and engaging book by Andrew Stellman and Jennifer Greene. Dive into C# and create apps, games, and more using this fun and highly visual introduction to C#, .NET Core, and Visual Studio. You'll build a fully functional game in the opening chapter. Then you’ll learn how to use classes and object-oriented programming, create 3D games in Unity, and query data with LINQ—all by solving puzzles, doing hands-on exercises, and building real- world applications. By the time you’re done, you’ll be a solid C# programmer, and you’ll have a great time along the way! “Thank you so much! Your books have helped me to launch my career.” —Ryan White, Game Developer “Andrew and Jennifer have written a concise, authoritative, and most of all, fun introduction to C# development.” —Jon Galloway, Senior Program Manager on the .NET Community Team at Microsoft Download the a free PDF of first four chapters: https://github.com/head-first-csharp/fifth-edition ",2020-11-25T13:33:28.516482Z,,US,20768,818,8,https://yt3.ggpht.com/ytc/AIdro_mWSsfzbD6qCqWhEFnsLWAPSJcf-brcHgc9-UBaIYiUHA=s800-c-k-c0x00ffffff-no-rj,,"Lifestyle (parent topic)|Knowledge|Technology"
8,UCxsWfh8LCcn55mFB6zGBT1g,"Zoran on C#","Hello everyone! My name is Zoran Horvat. I am a consultant, developer, and software architect, author at Pluralsight, Udemy, and YouTube. In this channel, you will find advice on development and architecture in .NET and C#. All opinions expressed in this channel are my own. They do not represent my employer (which I do not have anyway), nor that of any technology providers. ",2013-04-05T00:09:33Z,,RS,3091336,42200,279,https://yt3.ggpht.com/mvh9NbbDufFocyIkWX7NLxXLgkOxgjX1RjBf5hJWgoNH8vk-u4kAZMt3N-WXnav0Z8YAvNk84g=s800-c-k-c0x00ffffff-no-rj,"dotnet|c#|csharp|programming|asp.net|azure|object-oriented programming|functional programming|software architecture|software design","Technology|Knowledge|Lifestyle (parent topic)"
9,UCUb14APzNlpUcDElcCEw5OA,"The C# Academy",,2022-01-09T02:54:58.095469Z,,,475713,4820,71,https://yt3.ggpht.com/HRBuVtwdrQdNN-DlFCaaPeuBdz-s6ZKlEIRk6HU-09rYkRfgrEv8dPWQc5VbxS_EoSuSX7JTpA=s800-c-k-c0x00ffffff-no-rj,,"Lifestyle (parent topic)|Knowledge|Technology"
10,UCE2-VIC-gbk-gCX8UB1l3aA,"curso C# com SharpDevelop","Curso gratuito de desenvolvimento de sistemas utilizando a linguagem C# com SharpDevelop",2015-06-04T13:17:41Z,,BR,35049,251,30,https://yt3.ggpht.com/ytc/AIdro_nZraOl40uwXUtdu69SiAax7OjHo_ga6OKipgiYwcm7tA=s800-c-k-c0x00ffffff-no-rj,Informática|C#|CSharp|Sharp|SharpDevelop|programação|desenvolvimento|dotnet|.net|framework|tutorial|aula|curso|desktop|microsoft|windows,"Technology|Knowledge|Lifestyle (parent topic)"
11,UC6ZTl0AQZeceMCuiFNhxSkQ,"C# para iniciantes",,2018-09-02T23:15:08Z,,,196,3,8,https://yt3.ggpht.com/ytc/AIdro_lS7F3ZhonVhuV1-MtkO3mUa93Pk1gR7PYbeAOa5n_vSg=s800-c-k-c0x00ffffff-no-rj,,"Technology|Knowledge|Lifestyle (parent topic)"
12,UCYyw6DeyZDihpaU8labNX6A,"Program Ação “Programação - C#”","PROGRAM AÇÃO - Curso gratis de Programação. Este canal é voltado para ensinar programação em C# (C Sharp), apresentando um curso passo a passo sobre a linguagem. Na primeira temporada será abordado temas básicos de introdução a programação como, por exemplo, o que é uma variável, como declarar e inicializar variáveis, tipos de variáveis, estrutura de condição IF e Else em c#, estrutura de condição Switch Case c#, estrutura de repetição While e For em c# além também de vetor e matriz c#. O ambiente de desenvolvimento para acompanhar o curso de programação C# é o Microsoft Visual Stúdio. Para mandar dúvidas ou sugestões: videoaulaprogramacao@outlook.com",2016-12-05T23:00:05Z,,,2206,21,9,https://yt3.ggpht.com/ytc/AIdro_kQ6VDMrTCNFIkxGvGc9b23gzQK0AsKx3ieAXmA48124Q=s800-c-k-c0x00ffffff-no-rj,"softblue|pronatec|iniciante|free|mvc|programação|curso de programação|programação c#|c# online|visual studio|visual studio c#|mvc c#|if C#|list c#|array c#|for c#|tutorial c#|curso c#|linguagem de programação|cursos online gratis|visual studio 2015|visual studio 2013|passo a passo","Lifestyle (parent topic)|Knowledge|Technology"
13,UCDkD15y-BUKCy6G85mc2jww,"C# Design Pro","Welcome! C# Design Pro is a channel dedicated to create Graphical User Interface (GUI) design in Windows Presentation Foundation (WPF) using Visual Studio, to build Desktop Applications. I hope the channel content is helpful! Have a great day! ",2019-08-24T07:31:08Z,,IN,954501,14000,21,https://yt3.ggpht.com/ytc/AIdro_mLuxfUISkX8i1q8x4eFTfDPkDRqZBJ1t3N9m2Rzoyx7Bo=s800-c-k-c0x00ffffff-no-rj,"C# tutorials|WPF tutorials|C# UI design|XAML tutorial|WPF MVVM|MVVM design pattern|C# desktop app|WPF UI inspiration|C# projects|UI design with C#|WPF dashboard|WPF navigation|C# beginner tutorial|WPF for beginners|modern WPF UI|.NET UI design|WPF animation|XAML UI design|learn WPF|MVVM in WPF|custom controls WPF|design patterns C#|WPF app design|visual studio WPF|WPF UI components","Knowledge|Technology|Lifestyle (parent topic)"
14,UCRhtJhtE9XvtfHr6OR27HBA,"C# MUSIC RECORDS","Welcome to C# Music Records! We are a music promotion platform dedicated to showcasing rising artists and delivering fresh sounds to a global audience. Our mission is to amplify independent talent, giving artists the exposure they deserve. From EDM to experimental beats, we curate and promote music that stands out. If you're an artist looking to reach a wider audience, we’ve got you covered! ✓Submit your tracks for promotion ✓Stay tuned for the latest music drops ✓Join our community of passionate music lovers ✓For submissions & inquiries: rtbassdrop7@gmail.com Want to get featured? Reach out to us! 🌐 Follow us for updates: Instagram (@cmusicrecords). Feel free to message here😊 ",2021-08-02T07:56:08.406725Z,,IN,5123411,8300,65,https://yt3.ggpht.com/LRoMlRPnNInyn4xwzj7jPqUxd_nRf_6SwKZWAPUxgGAZUBBA-EzXFrTdqQKKqn3TU-leLZ6qCA=s800-c-k-c0x00ffffff-no-rj,,"Electronic music|Music (parent topic)|Pop music"
15,UCXB-TYdo1ELAdw5ihcfXTUQ,"C# Hands On","Channel is dedicated to Hands on programming using C#.",2012-07-28T20:12:51Z,,,42637,317,28,https://yt3.ggpht.com/TbcIyYnwXir2vDS_c0IOpYo2LWqz1LKFH7vuaT05phTxuIcG9j2HO3ixvYVUSRyWYqVZXR86KDM=s800-c-k-c0x00ffffff-no-rj,,"Lifestyle (parent topic)|Knowledge|Technology"
16,UCgttUyttfCV9TU4-ldOlIUA,"bruno C# de burro","C# é uma ""linguagem de programação"" criada pela Microsoft para fazer softwares e apps, especialmente para Windows. É como uma caixa de ferramentas que ajuda programadores a construir desde aplicativos de celular até sistemas de empresas grandes. Imagine como uma versão organizada de LEGO para criar programas – as peças já vêm prontas para encaixar. ",2023-01-25T10:40:21.733892Z,,,1939,52,14,https://yt3.ggpht.com/ktJBEguSCClfSwO5oQQokZkvKp61pxf7WjwnnogonQSPGWLEdLKjBUAcC3kiswQjnysauSK0iQ=s800-c-k-c0x00ffffff-no-rj,,"Music (parent topic)|Hip hop music"
17,UCjS2h_ivhcd2q2Zj-uRRMBw,"Curso de Introdução a Linguagem C# - IFPE Ipojuca",,2021-07-07T12:08:18.265233Z,,,42,3,11,https://yt3.ggpht.com/8MWc0mgvcgF51uFvbY1O4pOD9fwdqeEaDY1umQB72CZx1I_2vCYF9SJgFqjpU62kk760zU7q7Q=s800-c-k-c0x00ffffff-no-rj,,"Lifestyle (parent topic)|Knowledge|Technology"
18,UCtVawNW7C2t6AX1vex6a_vw,"C# WPF UI Academy","Hi , I'm a C# Programmer. In this channel, I try to share my works with you. Most of my work in this channel is related to user interface design in WPF. For more support, please introduce the channel to your friends and share your comments and suggestions with me. Thanks. ",2021-06-20T15:46:10.174942Z,,US,598750,8540,22,https://yt3.ggpht.com/8Rd0W7KgoV_y_TPuXQGrX-VbS9tuygsXB8q-crx0NsWcgmnExd2-POaSLcVBD_1V0RHAitmt=s800-c-k-c0x00ffffff-no-rj,"WPF|C#|Programming|XAML|Develop|Winform|UWP|WinUI|.Net|MVVM|WPF UI Academy|C# Tutorial|WPF UI|Dashboard Design|App UI|Design UI|WPF Learning|XAML Tutorial|Learn Programming|C# UI|C# UI Design|WPF UI|WPF Dashboard|C# Learning|WPF C# UI|WPF Login|C# Signup|WPF UI Tutorial|Flat Design|Net Core UI|Net MAUI|C# Flat UI|WPF UI Design|WPF Core|Dot Net 6|Modern App UI Design|Desktop App UI|Beautiful Flat App|XAML Dashboard UI|WPF Modern Deisgn","Knowledge|Technology|Lifestyle (parent topic)"
19,UC1FtnPqTZ6264zo7PgHpHJA,"SeCharpe C#","Este canal tem como objetivo ensinar e mostrar os conteúdos aprendidos em sala de aula sobre a lógica de programação C#, no Instituto Federal do Paraná, Campus Assis Chateaubriand.",2017-04-12T00:59:45Z,,,9607,106,13,https://yt3.ggpht.com/ytc/AIdro_kWVnEqNXhP5NVWSYsO8_b8aQ7apmhYffzBisenMU4Wqw=s800-c-k-c0x00ffffff-no-rj,,"Lifestyle (parent topic)|Knowledge|Technology"
20,UC1iAXH-fVLwvAfB21O1oSlQ,"C# Simplificado","Estudando C# de forma simples!",2017-04-25T03:25:56Z,,,1636,79,6,https://yt3.ggpht.com/ytc/AIdro_kKrviYixLVjc9sniX5Q6wtDCrRKlRHyvc6W1MxQMB97g=s800-c-k-c0x00ffffff-no-rj,csharp|simplificado|primordium,"Technology|Knowledge|Lifestyle (parent topic)"
21,UCxGcCfSjNHfIgIsTRzdn1Mg,"C# Free code","Motivando a pratica de desenvolvimento em c#, usando a plataforma .NET Trocando experiências, abordando assunto sobre novas tecnologias. ",2020-12-15T00:41:29.116978Z,,BR,1162,6,3,https://yt3.ggpht.com/x11b22foCQwyl7kN2VcOrYngctZDV9FfT0PkXO11Llxr3QJoi0XDGyuVgipEJZrhOCfhKCsb=s800-c-k-c0x00ffffff-no-rj,"C#|c++|IA|NFE|.NET|Programa|Programador|DEV|Criar|Biblioteca|linguagem de programação|Machine learn","Lifestyle (parent topic)|Technology|Knowledge"
22,UCoRSxFE1QTwZhoHRzus-PUg,"C# direto ao ponto","Bem-vindo ao canal C# Direto ao Ponto! 🚀 Aprenda a dominar o desenvolvimento moderno com foco total em C# e .NET. Cobrimos desde a Lógica de Programação e os fundamentos da Orientação a Objetos (POO) até a implementação de Padrões de Projeto (Design Patterns) essenciais (Factory, Strategy, Observer, etc.). Seja você um iniciante querendo entender classes e herança, ou um desenvolvedor sênior buscando aprimorar suas arquiteturas, este é o seu lugar. O que você encontra aqui: Tutoriais práticos de C# e .NET Core. Deep Dives em recursos avançados da linguagem. Melhores práticas para código limpo e manutenível. Exemplos de aplicação de Padrões de Projeto no mundo real. Inscreva-se e eleve sua carreira de desenvolvedor C#! 💻 ",2024-03-17T16:22:31.567586Z,,BR,1531,14,23,https://yt3.ggpht.com/ZUBVIYzkYXAZGE7lD5GoMLLB65CkZ8pWMuOADTgj-9V8nHMVAtzcD0nUurqOVQWC-i-X_oMtNI8=s800-c-k-c0x00ffffff-no-rj,"c#|.net|poo|herança|interfaces|refactoring|programação c#|programação orientada a objetos|design patterns|padrões de projeto|lógica de programação|classes e objetos|factory pattern|strategy pattern|observer pattern|state pattern|.net core|c# avançado|código limpo|boas práticas c#|tutorial c#|curso c# grátis|aprender c#|desenvolvedor c#|carreira programação|como programar em c#|dominar poo c#|c# para iniciantes","Lifestyle (parent topic)|Knowledge|Technology"
